opportunity_id,physical_page,page_code,page_title,frame_type,content_need,label,claimable_by,required_tags,target_words,status,match_mode,payment_eligible,analytics_id
ISSUE-TEMPLATE-P49-PETS-IMAGE-01,51,P49,Pet Resources & Winners,IMAGE,PHOTO_OR_ARTWORK,Pet Resources & Winners / EDITORIAL IMAGE,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, pet corner & community photos, pet resources & winners, image, pet, resources, winners, corner, photos, local photography",,OPEN,AI CANDIDATES + HUMAN SAVE,false,ANALYTICS-ISSUE-TEMPLATE-P49-PETS-IMAGE-01
ISSUE-TEMPLATE-P49-PETS-TEXT-01,51,P49,Pet Resources & Winners,TEXT,ARTICLE_OR_COPY,Pet Resources & Winners / EDITORIAL TEXT,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, pet corner & community photos, pet resources & winners, text, pet, resources, winners, corner, photos, local voices",150-450,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P49-PETS-TEXT-01
ISSUE-TEMPLATE-P49-PETS-TEXT-02,51,P49,Pet Resources & Winners,TEXT,ARTICLE_OR_COPY,Pet Resources & Winners / CAPTION + SERVICE INFO,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, pet corner & community photos, pet resources & winners, text, pet, resources, winners, corner, photos, caption",100-350,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P49-PETS-TEXT-02
ISSUE-TEMPLATE-P50-NEWCOMERS-IMAGE-01,52,P50,Newcomer Welcome: Meet Anna,IMAGE,PHOTO_OR_ARTWORK,Newcomer Welcome: Meet Anna / HERO IMAGE,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, newcomer welcome, newcomer welcome: meet anna, image, newcomer, welcome, meet, hero, local photography, visual storytelling",,OPEN,AI CANDIDATES + HUMAN SAVE,false,ANALYTICS-ISSUE-TEMPLATE-P50-NEWCOMERS-IMAGE-01
ISSUE-TEMPLATE-P50-NEWCOMERS-TEXT-01,52,P50,Newcomer Welcome: Meet Anna,TEXT,ARTICLE_OR_COPY,Newcomer Welcome: Meet Anna / KICKER + HEADLINE + DECK,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, newcomer welcome, newcomer welcome: meet anna, text, newcomer, welcome, meet, kicker, headline, deck",15-75,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P50-NEWCOMERS-TEXT-01
ISSUE-TEMPLATE-P50-NEWCOMERS-TEXT-02,52,P50,Newcomer Welcome: Meet Anna,TEXT,ARTICLE_OR_COPY,Newcomer Welcome: Meet Anna / OPENING COPY + BYLINE,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, newcomer welcome, newcomer welcome: meet anna, text, newcomer, welcome, meet, byline, local voices, reported story",150-450,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P50-NEWCOMERS-TEXT-02
ISSUE-TEMPLATE-P51-NEWCOMERS-DATA-01,53,P51,Newcomer Guide & Introductions,DATA,VERIFIED_DATA_OR_GRAPHIC,"Newcomer Guide & Introductions / MAP, CHART OR CHECKLIST",PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, newcomer welcome, newcomer guide & introductions, data, newcomer, guide, introductions, welcome, map, chart",,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P51-NEWCOMERS-DATA-01
ISSUE-TEMPLATE-P51-NEWCOMERS-TEXT-01,53,P51,Newcomer Guide & Introductions,TEXT,ARTICLE_OR_COPY,Newcomer Guide & Introductions / EXPLAINER,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, newcomer welcome, newcomer guide & introductions, text, newcomer, guide, introductions, welcome, explainer, local voices",150-450,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P51-NEWCOMERS-TEXT-01
ISSUE-TEMPLATE-P51-NEWCOMERS-TEXT-02,53,P51,Newcomer Guide & Introductions,TEXT,ARTICLE_OR_COPY,Newcomer Guide & Introductions / RESOURCE LIST,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, newcomer welcome, newcomer guide & introductions, text, newcomer, guide, introductions, welcome, resource, local voices",100-350,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P51-NEWCOMERS-TEXT-02
ISSUE-TEMPLATE-P51-QUARTER-13,53,P51,Newcomer Guide & Introductions,AD,AD,QUARTER / AD_QUARTER,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, newcomer welcome, newcomer guide & introductions, ad, newcomer, guide, introductions, welcome, quarter, local business",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P51-QUARTER-13
ISSUE-TEMPLATE-P51-QUARTER-14,53,P51,Newcomer Guide & Introductions,AD,AD,QUARTER / AD_QUARTER,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, newcomer welcome, newcomer guide & introductions, ad, newcomer, guide, introductions, welcome, quarter, local business",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P51-QUARTER-14
ISSUE-TEMPLATE-P52-EIGHTH-01,54,P52,Coupon Clipper I,AD,AD,EIGHTH / AD_EIGHTH,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, coupon clipper, promos & sponsors, coupon clipper i, ad, coupon, clipper, promos, sponsors, eighth, local business",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P52-EIGHTH-01
ISSUE-TEMPLATE-P52-EIGHTH-02,54,P52,Coupon Clipper I,AD,AD,EIGHTH / AD_EIGHTH,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, coupon clipper, promos & sponsors, coupon clipper i, ad, coupon, clipper, promos, sponsors, eighth, local business",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P52-EIGHTH-02
ISSUE-TEMPLATE-P52-EIGHTH-03,54,P52,Coupon Clipper I,AD,AD,EIGHTH / AD_EIGHTH,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, coupon clipper, promos & sponsors, coupon clipper i, ad, coupon, clipper, promos, sponsors, eighth, local business",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P52-EIGHTH-03
ISSUE-TEMPLATE-P52-EIGHTH-04,54,P52,Coupon Clipper I,AD,AD,EIGHTH / AD_EIGHTH,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, coupon clipper, promos & sponsors, coupon clipper i, ad, coupon, clipper, promos, sponsors, eighth, local business",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P52-EIGHTH-04
ISSUE-TEMPLATE-P52-PROMOS-DATA-01,54,P52,Coupon Clipper I,DATA,VERIFIED_DATA_OR_GRAPHIC,Coupon Clipper I / COUPON INDEX + REDEMPTION QR,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, coupon clipper, promos & sponsors, coupon clipper i, data, coupon, clipper, promos, sponsors, index, redemption",,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P52-PROMOS-DATA-01
ISSUE-TEMPLATE-P53-EIGHTH-05,55,P53,Coupon Clipper II,AD,AD,EIGHTH / AD_EIGHTH,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, coupon clipper, promos & sponsors, coupon clipper ii, ad, coupon, clipper, promos, sponsors, eighth, local business",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P53-EIGHTH-05
ISSUE-TEMPLATE-P53-EIGHTH-06,55,P53,Coupon Clipper II,AD,AD,EIGHTH / AD_EIGHTH,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, coupon clipper, promos & sponsors, coupon clipper ii, ad, coupon, clipper, promos, sponsors, eighth, local business",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P53-EIGHTH-06
ISSUE-TEMPLATE-P53-EIGHTH-07,55,P53,Coupon Clipper II,AD,AD,EIGHTH / AD_EIGHTH,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, coupon clipper, promos & sponsors, coupon clipper ii, ad, coupon, clipper, promos, sponsors, eighth, local business",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P53-EIGHTH-07
ISSUE-TEMPLATE-P53-EIGHTH-08,55,P53,Coupon Clipper II,AD,AD,EIGHTH / AD_EIGHTH,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, coupon clipper, promos & sponsors, coupon clipper ii, ad, coupon, clipper, promos, sponsors, eighth, local business",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P53-EIGHTH-08
ISSUE-TEMPLATE-P53-PROMOS-DATA-01,55,P53,Coupon Clipper II,DATA,VERIFIED_DATA_OR_GRAPHIC,Coupon Clipper II / COUPON INDEX + REDEMPTION QR,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, coupon clipper, promos & sponsors, coupon clipper ii, data, coupon, clipper, promos, sponsors, index, redemption",,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P53-PROMOS-DATA-01
ISSUE-TEMPLATE-P54-PROMOS-DATA-01,56,P54,"Promos, Deals & Premier Affiliates",DATA,VERIFIED_DATA_OR_GRAPHIC,"Promos, Deals & Premier Affiliates / MAP, CHART OR CHECKLIST",PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, coupon clipper, promos & sponsors, promos, deals & premier affiliates, data, promos, deals, premier, affiliates, coupon, clipper",,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P54-PROMOS-DATA-01
ISSUE-TEMPLATE-P54-PROMOS-TEXT-01,56,P54,"Promos, Deals & Premier Affiliates",TEXT,ARTICLE_OR_COPY,"Promos, Deals & Premier Affiliates / EXPLAINER",PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, coupon clipper, promos & sponsors, promos, deals & premier affiliates, text, promos, deals, premier, affiliates, coupon, clipper",150-450,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P54-PROMOS-TEXT-01
ISSUE-TEMPLATE-P54-PROMOS-TEXT-02,56,P54,"Promos, Deals & Premier Affiliates",TEXT,ARTICLE_OR_COPY,"Promos, Deals & Premier Affiliates / RESOURCE LIST",PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, coupon clipper, promos & sponsors, promos, deals & premier affiliates, text, promos, deals, premier, affiliates, coupon, clipper",100-350,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P54-PROMOS-TEXT-02
ISSUE-TEMPLATE-P55-LOGO_2X2-01,57,P55,Magazine Sponsors,AD,AD,LOGO_2X2 / AD_LOGO_2X2,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, coupon clipper, promos & sponsors, magazine sponsors, ad, magazine, sponsors, coupon, clipper, promos, logo",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P55-LOGO_2X2-01
ISSUE-TEMPLATE-P55-LOGO_2X2-02,57,P55,Magazine Sponsors,AD,AD,LOGO_2X2 / AD_LOGO_2X2,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, coupon clipper, promos & sponsors, magazine sponsors, ad, magazine, sponsors, coupon, clipper, promos, logo",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P55-LOGO_2X2-02
ISSUE-TEMPLATE-P55-LOGO_2X2-03,57,P55,Magazine Sponsors,AD,AD,LOGO_2X2 / AD_LOGO_2X2,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, coupon clipper, promos & sponsors, magazine sponsors, ad, magazine, sponsors, coupon, clipper, promos, logo",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P55-LOGO_2X2-03
ISSUE-TEMPLATE-P55-LOGO_2X2-04,57,P55,Magazine Sponsors,AD,AD,LOGO_2X2 / AD_LOGO_2X2,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, coupon clipper, promos & sponsors, magazine sponsors, ad, magazine, sponsors, coupon, clipper, promos, logo",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P55-LOGO_2X2-04
ISSUE-TEMPLATE-P55-LOGO_2X2-05,57,P55,Magazine Sponsors,AD,AD,LOGO_2X2 / AD_LOGO_2X2,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, coupon clipper, promos & sponsors, magazine sponsors, ad, magazine, sponsors, coupon, clipper, promos, logo",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P55-LOGO_2X2-05
ISSUE-TEMPLATE-P55-LOGO_2X2-06,57,P55,Magazine Sponsors,AD,AD,LOGO_2X2 / AD_LOGO_2X2,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, coupon clipper, promos & sponsors, magazine sponsors, ad, magazine, sponsors, coupon, clipper, promos, logo",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P55-LOGO_2X2-06
ISSUE-TEMPLATE-P56-EIGHTH-09,58,P56,Newcomer Stories: The Arrival Moment,AD,AD,EIGHTH / AD_EIGHTH,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, newcomers & belonging, newcomer stories: the arrival moment, ad, newcomer, stories, arrival, moment, newcomers, belonging",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P56-EIGHTH-09
ISSUE-TEMPLATE-P56-EIGHTH-10,58,P56,Newcomer Stories: The Arrival Moment,AD,AD,EIGHTH / AD_EIGHTH,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, newcomers & belonging, newcomer stories: the arrival moment, ad, newcomer, stories, arrival, moment, newcomers, belonging",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P56-EIGHTH-10
ISSUE-TEMPLATE-P56-EIGHTH-11,58,P56,Newcomer Stories: The Arrival Moment,AD,AD,EIGHTH / AD_EIGHTH,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, newcomers & belonging, newcomer stories: the arrival moment, ad, newcomer, stories, arrival, moment, newcomers, belonging",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P56-EIGHTH-11
ISSUE-TEMPLATE-P56-EIGHTH-12,58,P56,Newcomer Stories: The Arrival Moment,AD,AD,EIGHTH / AD_EIGHTH,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, newcomers & belonging, newcomer stories: the arrival moment, ad, newcomer, stories, arrival, moment, newcomers, belonging",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P56-EIGHTH-12
ISSUE-TEMPLATE-P56-NEWCOMERS-TEXT-01,58,P56,Newcomer Stories: The Arrival Moment,TEXT,ARTICLE_OR_COPY,NEWCOMER STORIES: THE ARRIVAL MOMENT / EDITORIAL BODY,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, newcomers & belonging, newcomer stories: the arrival moment, text, newcomer, stories, arrival, moment, newcomers, belonging",400-800,OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P56-NEWCOMERS-TEXT-01
ISSUE-TEMPLATE-P57-JOBS-TEXT-01,59,P57,Anna Job Center: Who Is Hiring,TEXT,ARTICLE_OR_COPY,ANNA JOB CENTER: WHO IS HIRING / EDITORIAL BODY,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, jobs & careers, anna job center: who is hiring, text, job, center, who, hiring, jobs, careers","700-1,200",OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P57-JOBS-TEXT-01
ISSUE-TEMPLATE-P57-THIRD_VERTICAL-06,59,P57,Anna Job Center: Who Is Hiring,AD,AD,THIRD_VERTICAL / AD_THIRD_VERTICAL,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, jobs & careers, anna job center: who is hiring, ad, job, center, who, hiring, jobs, careers",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P57-THIRD_VERTICAL-06
ISSUE-TEMPLATE-P58-CLASSIFIEDS-TEXT-01,60,P58,"For Sale, Free & Wanted",TEXT,ARTICLE_OR_COPY,"FOR SALE, FREE & WANTED / EDITORIAL BODY",PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, neighbor marketplace, for sale, free & wanted, text, sale, free, wanted, neighbor, marketplace, local voices",400-800,OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P58-CLASSIFIEDS-TEXT-01
ISSUE-TEMPLATE-P58-EIGHTH-13,60,P58,"For Sale, Free & Wanted",AD,AD,EIGHTH / AD_EIGHTH,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, neighbor marketplace, for sale, free & wanted, ad, sale, free, wanted, neighbor, marketplace, eighth",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P58-EIGHTH-13
ISSUE-TEMPLATE-P58-EIGHTH-14,60,P58,"For Sale, Free & Wanted",AD,AD,EIGHTH / AD_EIGHTH,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, neighbor marketplace, for sale, free & wanted, ad, sale, free, wanted, neighbor, marketplace, eighth",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P58-EIGHTH-14
ISSUE-TEMPLATE-P58-EIGHTH-15,60,P58,"For Sale, Free & Wanted",AD,AD,EIGHTH / AD_EIGHTH,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, neighbor marketplace, for sale, free & wanted, ad, sale, free, wanted, neighbor, marketplace, eighth",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P58-EIGHTH-15
ISSUE-TEMPLATE-P58-EIGHTH-16,60,P58,"For Sale, Free & Wanted",AD,AD,EIGHTH / AD_EIGHTH,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, neighbor marketplace, for sale, free & wanted, ad, sale, free, wanted, neighbor, marketplace, eighth",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P58-EIGHTH-16
ISSUE-TEMPLATE-P59-MATCHMAKER-TEXT-01,61,P59,People Looking for What You Offer,TEXT,ARTICLE_OR_COPY,PEOPLE LOOKING FOR WHAT YOU OFFER / EDITORIAL BODY,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, townelife matchmaker, people looking for what you offer, text, people, looking, what, you, offer, townelife",400-800,OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P59-MATCHMAKER-TEXT-01
ISSUE-TEMPLATE-P59-QUARTER-15,61,P59,People Looking for What You Offer,AD,AD,QUARTER / AD_QUARTER,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, townelife matchmaker, people looking for what you offer, ad, people, looking, what, you, offer, townelife",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P59-QUARTER-15
ISSUE-TEMPLATE-P59-QUARTER-16,61,P59,People Looking for What You Offer,AD,AD,QUARTER / AD_QUARTER,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, townelife matchmaker, people looking for what you offer, ad, people, looking, what, you, offer, townelife",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P59-QUARTER-16
ISSUE-TEMPLATE-P60-HISTORY-TEXT-01,62,P60,The Living Timeline Opens,TEXT,ARTICLE_OR_COPY,THE LIVING TIMELINE OPENS / EDITORIAL BODY,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, anna was here, the living timeline opens, text, living, timeline, opens, was, here, local voices","700-1,200",OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P60-HISTORY-TEXT-01
ISSUE-TEMPLATE-P61-HISTORY-TEXT-01,63,P61,John F. Greer: Research Dossier,TEXT,ARTICLE_OR_COPY,JOHN F. GREER: RESEARCH DOSSIER / EDITORIAL BODY,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, anna was here, john f. greer: research dossier, text, john, greer, research, dossier, was, here","700-1,200",OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P61-HISTORY-TEXT-01
ISSUE-TEMPLATE-P62-HISTORY-TEXT-01,64,P62,"Railroad, Roads & the Town That Was Coming",TEXT,ARTICLE_OR_COPY,"RAILROAD, ROADS & THE TOWN THAT WAS COMING / EDITORIAL BODY",PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, anna was here, railroad, roads & the town that was coming, text, railroad, roads, town, was, coming, here","700-1,200",OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P62-HISTORY-TEXT-01
ISSUE-TEMPLATE-P63-HISTORY-TEXT-01,65,P63,Businesses Anna Built and Rebuilt,TEXT,ARTICLE_OR_COPY,BUSINESSES ANNA BUILT AND REBUILT / EDITORIAL BODY,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, anna was here, businesses anna built and rebuilt, text, businesses, built, rebuilt, was, here, local voices","700-1,200",OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P63-HISTORY-TEXT-01
ISSUE-TEMPLATE-P64-HISTORY-TEXT-01,66,P64,"Weather, Fire, War & Recovery",TEXT,ARTICLE_OR_COPY,"WEATHER, FIRE, WAR & RECOVERY / EDITORIAL BODY",PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, anna was here, weather, fire, war & recovery, text, weather, fire, war, recovery, was, here","700-1,200",OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P64-HISTORY-TEXT-01
ISSUE-TEMPLATE-P65-HISTORY-TEXT-01,67,P65,Firsthand Memory: I Was There,TEXT,ARTICLE_OR_COPY,FIRSTHAND MEMORY: I WAS THERE / EDITORIAL BODY,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, anna was here, firsthand memory: i was there, text, firsthand, memory, was, there, here, local voices","700-1,200",OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P65-HISTORY-TEXT-01
ISSUE-TEMPLATE-P65-THIRD_VERTICAL-07,67,P65,Firsthand Memory: I Was There,AD,AD,THIRD_VERTICAL / AD_THIRD_VERTICAL,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, anna was here, firsthand memory: i was there, ad, firsthand, memory, was, there, here, third",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P65-THIRD_VERTICAL-07
ISSUE-TEMPLATE-P66-FAITH-TEXT-01,68,P66,Faith Communities & Spiritual Belonging,TEXT,ARTICLE_OR_COPY,FAITH COMMUNITIES & SPIRITUAL BELONGING / EDITORIAL BODY,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, faith & belonging, faith communities & spiritual belonging, text, faith, communities, spiritual, belonging, local voices, reported story","700-1,200",OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P66-FAITH-TEXT-01
ISSUE-TEMPLATE-P67-FAMILY-TEXT-01,69,P67,"Family, Parenting & Youth Resources",TEXT,ARTICLE_OR_COPY,"FAMILY, PARENTING & YOUTH RESOURCES / EDITORIAL BODY",PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, family & youth, family, parenting & youth resources, text, family, parenting, youth, resources, local voices, reported story",400-800,OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P67-FAMILY-TEXT-01
ISSUE-TEMPLATE-P67-QUARTER-17,69,P67,"Family, Parenting & Youth Resources",AD,AD,QUARTER / AD_QUARTER,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, family & youth, family, parenting & youth resources, ad, family, parenting, youth, resources, quarter, local business",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P67-QUARTER-17
ISSUE-TEMPLATE-P67-QUARTER-18,69,P67,"Family, Parenting & Youth Resources",AD,AD,QUARTER / AD_QUARTER,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, family & youth, family, parenting & youth resources, ad, family, parenting, youth, resources, quarter, local business",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P67-QUARTER-18
ISSUE-TEMPLATE-P68-WELLNESS-TEXT-01,70,P68,"Health, Wellness & Emotional Support",TEXT,ARTICLE_OR_COPY,"HEALTH, WELLNESS & EMOTIONAL SUPPORT / EDITORIAL BODY",PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, health & wellness, health, wellness & emotional support, text, health, wellness, emotional, support, local voices, reported story","700-1,200",OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P68-WELLNESS-TEXT-01
ISSUE-TEMPLATE-P69-LOGO_2X2-07,71,P69,Help Is Here: Anna Resource Map,AD,AD,LOGO_2X2 / AD_LOGO_2X2,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, nonprofits & help, help is here: anna resource map, ad, help, here, resource, map, nonprofits, logo",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P69-LOGO_2X2-07
ISSUE-TEMPLATE-P69-LOGO_2X2-08,71,P69,Help Is Here: Anna Resource Map,AD,AD,LOGO_2X2 / AD_LOGO_2X2,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, nonprofits & help, help is here: anna resource map, ad, help, here, resource, map, nonprofits, logo",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P69-LOGO_2X2-08
ISSUE-TEMPLATE-P69-LOGO_2X2-09,71,P69,Help Is Here: Anna Resource Map,AD,AD,LOGO_2X2 / AD_LOGO_2X2,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, nonprofits & help, help is here: anna resource map, ad, help, here, resource, map, nonprofits, logo",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P69-LOGO_2X2-09
